objectID,footprint,area,height,label,data,index
482,2232.0,3285.07790625,15.99,2,../data/data_root/data00/482.pt,482
486,1826.0,3214.13455,17.1,2,../data/data_root/data00/486.pt,486
489,1377.0,5600.1931625,19.95,2,../data/data_root/data00/489.pt,489
504,1479.0,4903.814703125,14.25,2,../data/data_root/data00/504.pt,504
509,2757.0,7572.986284375,15.4,2,../data/data_root/data00/509.pt,509
512,1151.0,7505.25925,21.93,2,../data/data_root/data00/512.pt,512
530,1967.0,3757.4394,15.97,2,../data/data_root/data00/530.pt,530
550,1419.0,6392.27899375,17.16,2,../data/data_root/data00/550.pt,550
554,1478.0,6436.542984375,14.55,2,../data/data_root/data00/554.pt,554
556,1924.0,6751.17360625,19.08,2,../data/data_root/data00/556.pt,556
557,1433.0,6524.51326875,13.65,2,../data/data_root/data00/557.pt,557
563,1208.0,3000.4571125,14.32,2,../data/data_root/data00/563.pt,563
567,1127.0,5817.874415820313,16.75,2,../data/data_root/data00/567.pt,567
574,1179.0,3052.3590875,14.89,2,../data/data_root/data00/574.pt,574
588,1805.0,7474.970584375,24.9,2,../data/data_root/data00/588.pt,588
596,1376.0,1864.538525,15.09,2,../data/data_root/data00/596.pt,596
610,2723.0,156219.33555,24.95,2,../data/data_root/data00/610.pt,610
613,1654.0,4249.9985,18.08,2,../data/data_root/data00/613.pt,613
618,2277.0,6897.39248125,23.0,2,../data/data_root/data00/618.pt,618
619,1664.0,3961.01980625,16.11,2,../data/data_root/data00/619.pt,619
624,1692.0,7498.2981,16.65,2,../data/data_root/data00/624.pt,624
636,1332.0,6243.5321625,17.73,2,../data/data_root/data00/636.pt,636
637,1401.0,6736.2123,13.43,2,../data/data_root/data00/637.pt,637
658,1920.0,7645.97771875,21.46,2,../data/data_root/data00/658.pt,658
661,1642.0,6742.1024,23.86,2,../data/data_root/data00/661.pt,661
664,1289.0,6834.26109375,26.69,2,../data/data_root/data00/664.pt,664
669,2025.0,7274.7975,18.03,2,../data/data_root/data00/669.pt,669
674,1679.0,6082.67405,18.57,2,../data/data_root/data00/674.pt,674
704,1812.0,6489.4697625,23.66,2,../data/data_root/data00/704.pt,704
716,1948.0,6077.975390625,16.07,2,../data/data_root/data00/716.pt,716
721,1015.0,6497.36955,14.87,2,../data/data_root/data00/721.pt,721
723,1334.0,5465.23111875,12.34,2,../data/data_root/data00/723.pt,723
726,922.0,6504.151396875,13.89,2,../data/data_root/data00/726.pt,726
729,1428.0,6514.686796875,15.09,2,../data/data_root/data00/729.pt,729
733,1724.0,6555.79251875,17.07,2,../data/data_root/data00/733.pt,733
739,1736.0,4835.87731875,13.57,2,../data/data_root/data00/739.pt,739
768,1214.0,6463.29774375,20.3,2,../data/data_root/data00/768.pt,768
778,1248.0,5824.9512375,15.7,2,../data/data_root/data00/778.pt,778
789,1764.0,6281.578265625,22.02,2,../data/data_root/data00/789.pt,789
790,1122.0,1630.360896875,12.79,2,../data/data_root/data00/790.pt,790
798,1628.0,2105.765796875,23.0,2,../data/data_root/data00/798.pt,798
805,1933.0,9493.983890625,16.5,2,../data/data_root/data00/805.pt,805
828,1164.0,6775.334990625,17.82,2,../data/data_root/data00/828.pt,828
834,945.0,7178.21205,19.94,2,../data/data_root/data00/834.pt,834
845,1262.0,4312.808121875,30.79,2,../data/data_root/data00/845.pt,845
859,1291.0,6517.250034375,21.92,2,../data/data_root/data00/859.pt,859
870,1973.0,4380.45775,30.58,2,../data/data_root/data00/870.pt,870
882,1815.0,3579.84405,21.24,2,../data/data_root/data00/882.pt,882
889,1346.0,7514.3168875,24.8,2,../data/data_root/data00/889.pt,889
899,1797.0,4815.416953125,17.78,2,../data/data_root/data00/899.pt,899
916,1665.0,3003.705803125,20.14,2,../data/data_root/data00/916.pt,916
922,1933.0,9320.78088125,14.11,2,../data/data_root/data00/922.pt,922
925,1648.0,6460.3590125,19.68,2,../data/data_root/data00/925.pt,925
942,2094.0,1796.7875625,12.67,2,../data/data_root/data00/942.pt,942
952,2301.0,6770.116546875,24.51,2,../data/data_root/data00/952.pt,952
960,1745.0,3498.36763125,13.84,2,../data/data_root/data00/960.pt,960
961,1224.0,2232.265253125,16.7,2,../data/data_root/data00/961.pt,961
962,1746.0,4080.97755,16.81,2,../data/data_root/data00/962.pt,962
965,1763.0,6698.956025,22.85,2,../data/data_root/data00/965.pt,965
966,1646.0,5604.37975,19.17,2,../data/data_root/data00/966.pt,966
972,1035.0,3859.7238,17.03,2,../data/data_root/data00/972.pt,972
977,1594.0,3648.22823125,27.57,2,../data/data_root/data00/977.pt,977
979,2061.0,7524.2735625,17.03,2,../data/data_root/data00/979.pt,979
982,892.0,8581.3595,22.71,2,../data/data_root/data00/982.pt,982
987,1134.0,6403.3895,10.0,2,../data/data_root/data00/987.pt,987
998,1456.0,7503.24995,17.33,2,../data/data_root/data00/998.pt,998
1008,2030.0,8067.839128125,26.93,2,../data/data_root/data00/1008.pt,1008
1012,2859.0,7271.34185,22.61,2,../data/data_root/data00/1012.pt,1012
1022,2221.0,7137.882259375,28.56,2,../data/data_root/data00/1022.pt,1022
1028,1139.0,156219.33555,24.69,2,../data/data_root/data00/1028.pt,1028
1042,1385.0,6501.32060625,15.34,2,../data/data_root/data00/1042.pt,1042
1046,1024.0,3098.10721875,15.3,2,../data/data_root/data00/1046.pt,1046
1050,1883.0,3263.42646875,21.62,2,../data/data_root/data00/1050.pt,1050
1054,1377.0,3412.689346875,18.68,2,../data/data_root/data00/1054.pt,1054
1056,1104.0,7382.789753125,15.54,2,../data/data_root/data00/1056.pt,1056
1062,1529.0,2822.849053125,26.18,2,../data/data_root/data00/1062.pt,1062
1063,1645.0,7503.912553125,24.24,2,../data/data_root/data00/1063.pt,1063
1069,1251.0,7062.936670898437,18.67,2,../data/data_root/data00/1069.pt,1069
1073,1601.0,7559.606940625,30.02,2,../data/data_root/data00/1073.pt,1073
1075,1900.0,7611.781890625,19.31,2,../data/data_root/data00/1075.pt,1075
1078,2323.0,5070.00419375,18.6,2,../data/data_root/data00/1078.pt,1078
1085,1474.0,7502.488853125,26.18,2,../data/data_root/data00/1085.pt,1085
1088,1206.0,2043.810575,12.58,2,../data/data_root/data00/1088.pt,1088
1097,1709.0,7952.7431,15.9,2,../data/data_root/data00/1097.pt,1097
1106,1288.0,8046.210515625,12.0,2,../data/data_root/data00/1106.pt,1106
1108,1540.0,6496.380646875,15.61,2,../data/data_root/data00/1108.pt,1108
1132,990.0,5461.12985,21.29,2,../data/data_root/data00/1132.pt,1132
1146,1214.0,6390.12905,17.37,2,../data/data_root/data00/1146.pt,1146
1151,1078.0,5363.209928125,13.19,2,../data/data_root/data00/1151.pt,1151
1153,1436.0,7521.315478125,14.89,2,../data/data_root/data00/1153.pt,1153
1159,993.0,3055.63480625,14.42,2,../data/data_root/data00/1159.pt,1159
1164,1382.0,2447.3399625,17.74,2,../data/data_root/data00/1164.pt,1164
1170,1913.0,9182.789840625,18.68,2,../data/data_root/data00/1170.pt,1170
1175,1440.0,7417.7235,27.91,2,../data/data_root/data00/1175.pt,1175
1178,1650.0,7451.416359375,23.8,2,../data/data_root/data00/1178.pt,1178
1184,2475.0,6008.55085,25.99,2,../data/data_root/data00/1184.pt,1184
1189,1669.0,4003.97444375,20.26,2,../data/data_root/data00/1189.pt,1189
1225,1154.0,6143.700646875,14.12,2,../data/data_root/data00/1225.pt,1225
1228,1695.0,3466.312628125,18.52,2,../data/data_root/data00/1228.pt,1228
1257,848.0,4211.370225,8.97,2,../data/data_root/data00/1257.pt,1257
1261,2448.0,3704.82818125,23.13,2,../data/data_root/data00/1261.pt,1261
1262,1037.0,6496.556046875,15.13,2,../data/data_root/data00/1262.pt,1262
1271,997.0,6552.502696875,13.89,2,../data/data_root/data00/1271.pt,1271
1314,1328.0,3747.35935,29.13,2,../data/data_root/data00/1314.pt,1314
1319,1241.0,4984.13819921875,14.83,2,../data/data_root/data00/1319.pt,1319
1324,2677.0,7564.78536875,22.35,2,../data/data_root/data00/1324.pt,1324
1332,1180.0,3982.567121875,20.56,2,../data/data_root/data00/1332.pt,1332
1339,1557.0,1990.364346875,21.65,2,../data/data_root/data00/1339.pt,1339
1349,1324.0,7464.8526,20.83,2,../data/data_root/data00/1349.pt,1349
1350,1788.0,7463.363959375,33.09,2,../data/data_root/data00/1350.pt,1350
1351,2345.0,10164.688946875,20.32,2,../data/data_root/data00/1351.pt,1351
1357,2697.0,7586.332521875,25.82,2,../data/data_root/data00/1357.pt,1357
1362,2065.0,3636.2774625,23.71,2,../data/data_root/data00/1362.pt,1362
1373,2221.0,2993.77855,21.87,2,../data/data_root/data00/1373.pt,1373
1414,3064.0,6333.2664,16.07,2,../data/data_root/data00/1414.pt,1414
1429,1309.0,2507.7109125,11.47,2,../data/data_root/data00/1429.pt,1429
1431,2509.0,7505.5028875,22.28,2,../data/data_root/data00/1431.pt,1431
1443,1737.0,2369.0109,29.62,2,../data/data_root/data00/1443.pt,1443
1445,1933.0,2520.37775,42.96,2,../data/data_root/data00/1445.pt,1445
1454,1714.0,9099.5300125,23.82,2,../data/data_root/data00/1454.pt,1454
1459,1703.0,3728.49625,21.8,2,../data/data_root/data00/1459.pt,1459
1462,2048.0,3150.312009375,16.4,2,../data/data_root/data00/1462.pt,1462
1469,1857.0,7560.13771875,20.24,2,../data/data_root/data00/1469.pt,1469
1472,1579.0,2100.677478125,11.88,2,../data/data_root/data00/1472.pt,1472
1477,1899.0,2358.234215625,24.54,2,../data/data_root/data00/1477.pt,1477
1480,2151.0,3868.295059375,23.06,2,../data/data_root/data00/1480.pt,1480
1484,1253.0,11243.263715625,17.32,2,../data/data_root/data00/1484.pt,1484
1495,1791.0,5028.740034375,25.6,2,../data/data_root/data00/1495.pt,1495
1523,1682.0,7562.7877,20.91,2,../data/data_root/data00/1523.pt,1523
1527,1179.0,6110.97343125,19.12,2,../data/data_root/data00/1527.pt,1527
1533,1479.0,7324.1916,24.35,2,../data/data_root/data00/1533.pt,1533
1556,1684.0,7442.169,14.31,2,../data/data_root/data00/1556.pt,1556
1558,2066.0,7448.33245,20.97,2,../data/data_root/data00/1558.pt,1558
1573,1845.0,8265.889078125,23.32,2,../data/data_root/data00/1573.pt,1573
1575,1304.0,7557.64458125,28.09,2,../data/data_root/data00/1575.pt,1575
1577,2834.0,6825.27998125,25.3,2,../data/data_root/data00/1577.pt,1577
1578,1632.0,5615.639953125,18.83,2,../data/data_root/data00/1578.pt,1578
1579,2039.0,6762.433875,25.78,2,../data/data_root/data00/1579.pt,1579
1582,1227.0,7516.68754375,21.61,2,../data/data_root/data00/1582.pt,1582
1584,1860.0,7519.76425,21.95,2,../data/data_root/data00/1584.pt,1584
1585,1804.0,4586.380809375,18.14,2,../data/data_root/data00/1585.pt,1585
1623,1302.0,7493.570109375,21.12,2,../data/data_root/data00/1623.pt,1623
1639,1537.0,5613.6072,19.59,2,../data/data_root/data00/1639.pt,1639
1672,1775.0,5004.672328125,19.66,2,../data/data_root/data00/1672.pt,1672
1682,1010.0,2894.3733,15.29,2,../data/data_root/data00/1682.pt,1682
1687,1749.0,6886.861365625,16.34,2,../data/data_root/data00/1687.pt,1687
1689,879.0,1647.136334375,17.46,2,../data/data_root/data00/1689.pt,1689
1690,1680.0,16713.32225625,14.25,2,../data/data_root/data00/1690.pt,1690
1691,1307.0,2085.831809375,16.61,2,../data/data_root/data00/1691.pt,1691
1744,1030.0,6762.030975,19.4,2,../data/data_root/data00/1744.pt,1744
1745,1567.0,6681.380025,19.78,2,../data/data_root/data00/1745.pt,1745
1832,1275.0,8563.43318125,21.8,2,../data/data_root/data00/1832.pt,1832
1833,2263.0,3877.5,24.52,2,../data/data_root/data00/1833.pt,1833
1834,1740.0,4980.678315625,28.42,2,../data/data_root/data00/1834.pt,1834
1838,1275.0,3985.940325,24.07,2,../data/data_root/data00/1838.pt,1838
1841,1245.0,4600.0291125,13.14,2,../data/data_root/data00/1841.pt,1841
1846,1798.0,6914.593946875,30.83,2,../data/data_root/data00/1846.pt,1846
1852,993.0,12755.7697,13.97,2,../data/data_root/data00/1852.pt,1852
1853,1954.0,6543.2264,15.96,2,../data/data_root/data00/1853.pt,1853
1908,1635.0,7487.93435,12.91,2,../data/data_root/data00/1908.pt,1908
1917,1889.0,4976.63470625,13.52,2,../data/data_root/data00/1917.pt,1917
1927,1529.0,6725.0962625,12.83,2,../data/data_root/data00/1927.pt,1927
2043,2194.0,8603.21876875,21.98,2,../data/data_root/data00/2043.pt,2043
2044,1598.0,6249.3869125,25.0,2,../data/data_root/data00/2044.pt,2044
2045,1610.0,5131.331678125,23.45,2,../data/data_root/data00/2045.pt,2045
2058,1495.0,7503.04798125,28.97,2,../data/data_root/data00/2058.pt,2058
2063,1301.0,3000.2195,14.23,2,../data/data_root/data00/2063.pt,2063
2069,898.0,3314.94835,17.14,2,../data/data_root/data00/2069.pt,2069
2098,2115.0,2479.1910375,25.94,2,../data/data_root/data00/2098.pt,2098
2109,922.0,1919.50365,11.24,2,../data/data_root/data00/2109.pt,2109
2112,2228.0,6639.1926,23.81,2,../data/data_root/data00/2112.pt,2112
2125,1691.0,5771.845524414062,25.78,2,../data/data_root/data00/2125.pt,2125
2139,1753.0,6751.24705,25.19,2,../data/data_root/data00/2139.pt,2139
2143,1335.0,1880.20755,14.98,2,../data/data_root/data00/2143.pt,2143
2145,1696.0,6501.21805,17.32,2,../data/data_root/data00/2145.pt,2145
2149,1411.0,6358.57515,18.29,2,../data/data_root/data00/2149.pt,2149
2151,2363.0,6371.43395,20.29,2,../data/data_root/data00/2151.pt,2151
2152,1077.0,2925.5812,15.98,2,../data/data_root/data00/2152.pt,2152
2154,874.0,6501.0118,15.45,2,../data/data_root/data00/2154.pt,2154
2160,1126.0,1555.72885,18.66,2,../data/data_root/data00/2160.pt,2160
2161,2301.0,5524.598753125,19.7,2,../data/data_root/data00/2161.pt,2161
2164,1628.0,7547.47239375,18.87,2,../data/data_root/data00/2164.pt,2164
2166,1808.0,3067.9531,13.36,2,../data/data_root/data00/2166.pt,2166
2171,926.0,8506.62975,12.63,2,../data/data_root/data00/2171.pt,2171
2178,1789.0,4954.1128,23.16,2,../data/data_root/data00/2178.pt,2178
2179,1116.0,4621.96813125,17.8,2,../data/data_root/data00/2179.pt,2179
2202,1900.0,5706.996361328125,12.04,2,../data/data_root/data00/2202.pt,2202
2203,1787.0,6065.88855,10.98,2,../data/data_root/data00/2203.pt,2203
2204,1622.0,6632.04855,14.7,2,../data/data_root/data00/2204.pt,2204
2212,1200.0,5124.221,15.37,2,../data/data_root/data00/2212.pt,2212
2216,1546.0,3751.875709375,18.33,2,../data/data_root/data00/2216.pt,2216
2218,1650.0,2349.097984375,22.72,2,../data/data_root/data00/2218.pt,2218
2220,1362.0,1993.9845625,19.27,2,../data/data_root/data00/2220.pt,2220
2221,1823.0,8500.0112,16.91,2,../data/data_root/data00/2221.pt,2221
2223,1045.0,8487.5346,13.11,2,../data/data_root/data00/2223.pt,2223
2254,2066.0,5443.7647,12.99,2,../data/data_root/data00/2254.pt,2254
2262,1233.0,6451.95755,23.58,2,../data/data_root/data00/2262.pt,2262
2263,2028.0,5307.1608,14.03,2,../data/data_root/data00/2263.pt,2263
2265,1475.0,2131.3751,13.7,2,../data/data_root/data00/2265.pt,2265
2266,1332.0,6494.93415,13.28,2,../data/data_root/data00/2266.pt,2266
2268,1225.0,2198.8595,14.41,2,../data/data_root/data00/2268.pt,2268
2269,1912.0,6479.44655,17.0,2,../data/data_root/data00/2269.pt,2269
2299,1351.0,3758.018540625,20.99,2,../data/data_root/data00/2299.pt,2299
2308,1147.0,2025.4725,18.24,2,../data/data_root/data00/2308.pt,2308
2312,1950.0,8402.02725,24.35,2,../data/data_root/data00/2312.pt,2312
2325,1220.0,2530.4539,15.27,2,../data/data_root/data00/2325.pt,2325
2327,1388.0,5095.256344335938,27.91,2,../data/data_root/data00/2327.pt,2327
2341,1535.0,3000.563396875,22.38,2,../data/data_root/data00/2341.pt,2341
2346,1831.0,7439.23331875,19.35,2,../data/data_root/data00/2346.pt,2346
2353,915.0,10560.44063125,13.37,2,../data/data_root/data00/2353.pt,2353
2358,1896.0,7273.96365,15.38,2,../data/data_root/data00/2358.pt,2358
2359,2043.0,6842.17665,13.31,2,../data/data_root/data00/2359.pt,2359
2363,1612.0,5705.48875,12.97,2,../data/data_root/data00/2363.pt,2363
2365,1600.0,7808.65715,11.44,2,../data/data_root/data00/2365.pt,2365
2379,1729.0,14003.86805,23.06,2,../data/data_root/data00/2379.pt,2379
2380,1611.0,6500.6449,25.24,2,../data/data_root/data00/2380.pt,2380
2384,1517.0,2493.51245,15.37,2,../data/data_root/data00/2384.pt,2384
2388,1958.0,6003.1294,15.17,2,../data/data_root/data00/2388.pt,2388
2403,1509.0,5410.76045,14.87,2,../data/data_root/data00/2403.pt,2403
2405,1194.0,12834.5107,13.23,2,../data/data_root/data00/2405.pt,2405
2407,1460.0,5239.685896875,12.02,2,../data/data_root/data00/2407.pt,2407
2426,1221.0,2010.5330375,14.83,2,../data/data_root/data00/2426.pt,2426
2428,1667.0,8255.1523,22.96,2,../data/data_root/data00/2428.pt,2428
2430,1056.0,8250.207828125,19.41,2,../data/data_root/data00/2430.pt,2430
2436,1802.0,2397.98509375,21.93,2,../data/data_root/data00/2436.pt,2436
2438,1926.0,3722.420659375,20.49,2,../data/data_root/data00/2438.pt,2438
2439,1555.0,3622.16735625,8.37,2,../data/data_root/data00/2439.pt,2439
2456,2762.0,5043.52535,32.89,2,../data/data_root/data00/2456.pt,2456
2469,1368.0,3721.80025,17.34,2,../data/data_root/data00/2469.pt,2469
2474,1411.0,6502.3,21.55,2,../data/data_root/data00/2474.pt,2474
2475,2359.0,4298.32935,13.54,2,../data/data_root/data00/2475.pt,2475
2489,1217.0,6751.21225,16.58,2,../data/data_root/data00/2489.pt,2489
2503,1958.0,3850.884015625,24.01,2,../data/data_root/data00/2503.pt,2503
2508,1120.0,8307.77643125,10.59,2,../data/data_root/data00/2508.pt,2508
2510,1556.0,8242.702665625,19.14,2,../data/data_root/data00/2510.pt,2510
2517,1250.0,5019.9901,9.6,2,../data/data_root/data00/2517.pt,2517
2518,1912.0,2490.720928125,24.93,2,../data/data_root/data00/2518.pt,2518
2524,1495.0,7495.86524375,18.64,2,../data/data_root/data00/2524.pt,2524
2525,2079.0,7500.585,21.41,2,../data/data_root/data00/2525.pt,2525
2534,2126.0,6981.3371,13.08,2,../data/data_root/data00/2534.pt,2534
2547,951.0,1651.8545,10.77,2,../data/data_root/data00/2547.pt,2547
2554,1104.0,2457.4097,16.23,2,../data/data_root/data00/2554.pt,2554
2564,1689.0,7539.667396875,15.17,2,../data/data_root/data00/2564.pt,2564
2567,1458.0,7525.0927,23.03,2,../data/data_root/data00/2567.pt,2567
2584,2620.0,6370.31595,14.61,2,../data/data_root/data00/2584.pt,2584
2585,872.0,6505.27795,13.93,2,../data/data_root/data00/2585.pt,2585
2586,1167.0,4250.72205,18.64,2,../data/data_root/data00/2586.pt,2586
2606,1801.0,8286.274984765625,11.13,2,../data/data_root/data00/2606.pt,2606
2608,2073.0,6460.978,12.46,2,../data/data_root/data00/2608.pt,2608
2613,1524.0,5964.5332,15.96,2,../data/data_root/data00/2613.pt,2613
2623,1243.0,5219.9591,12.99,2,../data/data_root/data00/2623.pt,2623
2629,1545.0,5820.5385,24.27,2,../data/data_root/data00/2629.pt,2629
2632,1435.0,6594.84938125,22.08,2,../data/data_root/data00/2632.pt,2632
2641,1595.0,7104.66586875,15.36,2,../data/data_root/data00/2641.pt,2641
2642,1506.0,5090.557421875,14.02,2,../data/data_root/data00/2642.pt,2642
2645,1721.0,6727.645825,24.26,2,../data/data_root/data00/2645.pt,2645
2651,1454.0,5497.275259375,20.87,2,../data/data_root/data00/2651.pt,2651
2657,1009.0,7500.6284,12.67,2,../data/data_root/data00/2657.pt,2657
2662,1364.0,5909.145978125,16.27,2,../data/data_root/data00/2662.pt,2662
2667,1337.0,2574.403396875,17.36,2,../data/data_root/data00/2667.pt,2667
2668,1867.0,6279.611459375,30.59,2,../data/data_root/data00/2668.pt,2668
2680,1216.0,5213.13711875,17.84,2,../data/data_root/data00/2680.pt,2680
2681,1468.0,5189.5556,21.9,2,../data/data_root/data00/2681.pt,2681
2685,1830.0,3784.3854587890623,20.92,2,../data/data_root/data00/2685.pt,2685
2689,1022.0,6941.20723125,23.45,2,../data/data_root/data00/2689.pt,2689
2691,1513.0,3605.000178125,15.96,2,../data/data_root/data00/2691.pt,2691
2696,861.0,6493.4874,13.33,2,../data/data_root/data00/2696.pt,2696
2702,1435.0,2503.694071875,15.91,2,../data/data_root/data00/2702.pt,2702
2707,2091.0,3756.3895599609373,22.49,2,../data/data_root/data00/2707.pt,2707
2712,1238.0,8266.88985,20.76,2,../data/data_root/data00/2712.pt,2712
2715,1264.0,5844.1145,17.02,2,../data/data_root/data00/2715.pt,2715
2741,1406.0,6522.62349375,24.67,2,../data/data_root/data00/2741.pt,2741
2743,1594.0,7497.89275625,21.54,2,../data/data_root/data00/2743.pt,2743
2758,1190.0,12755.7697,21.8,2,../data/data_root/data00/2758.pt,2758
2760,1582.0,5880.7576,16.78,2,../data/data_root/data00/2760.pt,2760
2768,1416.0,7184.17815,16.68,2,../data/data_root/data00/2768.pt,2768
2772,1554.0,5914.772784375,23.77,2,../data/data_root/data00/2772.pt,2772
2773,1334.0,6427.07875625,17.51,2,../data/data_root/data00/2773.pt,2773
2775,2159.0,4149.668128125,25.47,2,../data/data_root/data00/2775.pt,2775
2781,1259.0,7043.2019,21.67,2,../data/data_root/data00/2781.pt,2781
2793,2005.0,6321.039978125,14.89,2,../data/data_root/data00/2793.pt,2793
2797,1834.0,4056.40995,16.24,2,../data/data_root/data00/2797.pt,2797
2803,1699.0,7776.1612,17.98,2,../data/data_root/data00/2803.pt,2803
2808,1430.0,2009.098084765625,16.49,2,../data/data_root/data00/2808.pt,2808
2831,1138.0,5000.5528,19.51,2,../data/data_root/data00/2831.pt,2831
2833,901.0,7533.23365625,14.56,2,../data/data_root/data00/2833.pt,2833
2836,1789.0,3010.239990625,21.26,2,../data/data_root/data00/2836.pt,2836
2838,1937.0,2996.713921875,22.89,2,../data/data_root/data00/2838.pt,2838
2859,1551.0,7928.047996875,23.57,2,../data/data_root/data00/2859.pt,2859
2862,1769.0,4514.011195507813,15.09,2,../data/data_root/data00/2862.pt,2862
2865,1664.0,5415.480121875,16.4,2,../data/data_root/data00/2865.pt,2865
2871,1560.0,2219.9015,16.07,2,../data/data_root/data00/2871.pt,2871
2872,2183.0,6434.40505,16.95,2,../data/data_root/data00/2872.pt,2872
2873,2068.0,6401.2695,17.93,2,../data/data_root/data00/2873.pt,2873
2876,1975.0,6491.12715,16.21,2,../data/data_root/data00/2876.pt,2876
2887,1463.0,3369.15635625,10.38,2,../data/data_root/data00/2887.pt,2887
2900,1847.0,6435.6427,16.6,2,../data/data_root/data00/2900.pt,2900
2915,1835.0,7053.201483007812,12.56,2,../data/data_root/data00/2915.pt,2915
2923,2424.0,6271.116012109375,10.3,2,../data/data_root/data00/2923.pt,2923
2925,1763.0,6046.365111914062,9.4,2,../data/data_root/data00/2925.pt,2925
2946,1468.0,6402.6627,24.89,2,../data/data_root/data00/2946.pt,2946
2948,954.0,8389.114,10.88,2,../data/data_root/data00/2948.pt,2948
2951,1507.0,8193.0232,13.67,2,../data/data_root/data00/2951.pt,2951
2956,1303.0,3891.48995,17.85,2,../data/data_root/data00/2956.pt,2956
